"Year","District","Immigration","FullName","SentenceAdd","PCTImmig"
2001,"AK",13,"District of Alaska",150,0.0866666666666667
2001,"ALM",1,"Middle District of Alabama",129,0.00775193798449612
2001,"ALN",8,"Northern District of Alabama",294,0.0272108843537415
2001,"ALS",0,"Southern District of Alabama",230,0
2001,"ARE",3,"Eastern District of Arkansas",192,0.015625
2001,"ARW",25,"Western District of Arkansas",128,0.1953125
2001,"AZ",1593,"District of Arizona",2760,0.577173913043478
2001,"CAC",275,"Central District of California",1314,0.209284627092846
2001,"CAE",254,"Eastern District of California",732,0.346994535519126
2001,"CAN",201,"Northern District of California",605,0.332231404958678
2001,"CAS",1613,"Southern District of California",3737,0.431629649451432
2001,"CO",43,"District of Colorado",429,0.1002331002331
2001,"CT",11,"District of Connecticut",198,0.0555555555555556
2001,"DC",11,"District of Washington D.C.",216,0.0509259259259259
2001,"DE",2,"District of Delaware",56,0.0357142857142857
2001,"FLM",187,"Middle District of Florida",1103,0.169537624660018
2001,"FLN",8,"Northern District of Florida",306,0.0261437908496732
2001,"FLS",201,"Southern District of Florida",1986,0.101208459214502
2001,"GAM",9,"Middle District of Georgia",280,0.0321428571428571
2001,"GAN",92,"Northern District of Georgia",659,0.139605462822458
2001,"GAS",8,"Southern District of Georgia",260,0.0307692307692308
2001,"GU",25,"District of Guam",73,0.342465753424658
2001,"HI",16,"District of Hawaii",264,0.0606060606060606
2001,"IAN",38,"Northern District of Iowa",301,0.12624584717608
2001,"IAS",40,"Southern District of Iowa",284,0.140845070422535
2001,"ID",24,"District of Idaho",89,0.269662921348315
2001,"ILC",15,"Central District of Illinois",271,0.0553505535055351
2001,"ILN",54,"Northern District of Illinois",663,0.081447963800905
2001,"ILS",14,"Southern District of Illinois",337,0.0415430267062315
2001,"INN",2,"Northern District of Indiana",260,0.00769230769230769
2001,"INS",5,"Southern District of Indiana",195,0.0256410256410256
2001,"KS",38,"District of Kansas",396,0.095959595959596
2001,"KYE",20,"Eastern District of Kentucky",457,0.0437636761487965
2001,"KYW",13,"Western District of Kentucky",181,0.0718232044198895
2001,"LAE",7,"Eastern District of Louisiana",352,0.0198863636363636
2001,"LAM",0,"Middle District of Louisiana",126,0
2001,"LAW",1,"Western District of Louisiana",224,0.00446428571428571
2001,"MA",35,"District of Massachusetts",404,0.0866336633663366
2001,"MD",14,"District of Maryland",525,0.0266666666666667
2001,"ME",7,"District of Maine",173,0.0404624277456647
2001,"MIE",21,"Eastern District of Michigan",582,0.0360824742268041
2001,"MIW",28,"Western District of Michigan",282,0.099290780141844
2001,"MN",15,"District of Minnesota",328,0.0457317073170732
2001,"MOE",13,"Eastern District of Missouri",478,0.0271966527196653
2001,"MOW",14,"Western District of Missouri",574,0.024390243902439
2001,"MP",0,"District of Northern Mariana Islands",11,0
2001,"MSN",0,"Northern District of Mississippi",126,0
2001,"MSS",6,"Southern District of Mississippi",360,0.0166666666666667
2001,"MT",18,"District of Montana",234,0.0769230769230769
2001,"NCE",11,"Eastern District of North Carolina",404,0.0272277227722772
2001,"NCM",45,"Middle District of North Carolina",425,0.105882352941176
2001,"NCW",7,"Western District of North Carolina",394,0.0177664974619289
2001,"ND",16,"District of North Dakota",120,0.133333333333333
2001,"NE",55,"District of Nebraska",424,0.129716981132075
2001,"NH",9,"District of New Hampshire",104,0.0865384615384615
2001,"NJ",30,"District of New Jersey",642,0.0467289719626168
2001,"NM",468,"District of New Mexico",1231,0.380178716490658
2001,"NV",116,"District of Nevada",424,0.273584905660377
2001,"NYE",69,"Eastern District of New York",1049,0.0657769304099142
2001,"NYN",55,"Northern District of New York",325,0.169230769230769
2001,"NYS",92,"Southern District of New York",1092,0.0842490842490843
2001,"NYW",19,"Western District of New York",307,0.0618892508143322
2001,"OHN",14,"Northern District of Ohio",645,0.0217054263565891
2001,"OHS",9,"Southern District of Ohio",279,0.032258064516129
2001,"OKE",0,"Eastern District of Oklahoma",62,0
2001,"OKN",2,"Northern District of Oklahoma",94,0.0212765957446809
2001,"OKW",5,"Western District of Oklahoma",184,0.0271739130434783
2001,"OR",206,"District of Oregon",580,0.355172413793103
2001,"PAE",34,"Eastern District of Pennsylvania",748,0.0454545454545455
2001,"PAM",8,"Middle District of Pennsylvania",322,0.0248447204968944
2001,"PAW",4,"Western District of Pennsylvania",245,0.0163265306122449
2001,"PR",48,"District of Puerto Rico",584,0.0821917808219178
2001,"RI",21,"District of Rhode Island",93,0.225806451612903
2001,"SC",5,"District of South Carolina",598,0.00836120401337793
2001,"SD",14,"District of South Dakota",216,0.0648148148148148
2001,"TNE",15,"Eastern District of Tennessee",446,0.0336322869955157
2001,"TNM",13,"Middle District of Tennessee",214,0.0607476635514019
2001,"TNW",13,"Western District of Tennessee",295,0.0440677966101695
2001,"TXE",46,"Eastern District of Texas",497,0.0925553319919517
2001,"TXN",125,"Northern District of Texas",969,0.128998968008256
2001,"TXS",1184,"Southern District of Texas",3296,0.359223300970874
2001,"TXW",1287,"Western District of Texas",4173,0.308411214953271
2001,"UT",162,"District of Utah",430,0.376744186046512
2001,"VAE",35,"Eastern District of Virginia",1124,0.0311387900355872
2001,"VAW",4,"Western District of Virginia",330,0.0121212121212121
2001,"VI",26,"District of Virgin Islands",71,0.366197183098592
2001,"VT",3,"District of Vermont",70,0.0428571428571429
2001,"WAE",119,"Eastern District of Washington",284,0.419014084507042
2001,"WAW",36,"Western District of Washington",527,0.0683111954459203
2001,"WIE",5,"Eastern District of Wisconsin",253,0.0197628458498024
2001,"WIW",2,"Western District of Wisconsin",137,0.0145985401459854
2001,"WVN",2,"Northern District of West Virginia",164,0.0121951219512195
2001,"WVS",5,"Southern District of West Virginia",300,0.0166666666666667
2001,"WY",14,"District of Wyoming",128,0.109375
2002,"AK",10,"District of Alaska",123,0.0813008130081301
2002,"ALM",0,"Middle District of Alabama",128,0
2002,"ALN",8,"Northern District of Alabama",424,0.0188679245283019
2002,"ALS",3,"Southern District of Alabama",258,0.0116279069767442
2002,"ARE",7,"Eastern District of Arkansas",199,0.0351758793969849
2002,"ARW",29,"Western District of Arkansas",117,0.247863247863248
2002,"AZ",1724,"District of Arizona",3085,0.558833063209076
2002,"CAC",404,"Central District of California",1376,0.293604651162791
2002,"CAE",214,"Eastern District of California",632,0.338607594936709
2002,"CAN",132,"Northern District of California",531,0.248587570621469
2002,"CAS",1434,"Southern District of California",3466,0.413733410271206
2002,"CO",67,"District of Colorado",457,0.146608315098468
2002,"CT",14,"District of Connecticut",228,0.0614035087719298
2002,"DC",14,"District of Washington D.C.",331,0.0422960725075529
2002,"DE",5,"District of Delaware",64,0.078125
2002,"FLM",142,"Middle District of Florida",1273,0.111547525530244
2002,"FLN",4,"Northern District of Florida",310,0.0129032258064516
2002,"FLS",226,"Southern District of Florida",2121,0.106553512494107
